source,source_value,row_count,row_share,scheme,version,mapping_kind,codes,match_type,confidence,notes,source_field,query_text,branch_codes,branch_titles,suggested_kind,suggested_codes,candidate_codes,candidate_titles,candidate_scores,retrieval_score,suggestion_source,review_status,row_count_num,audit_reason,audit_decision,audit_correct_kind,audit_correct_codes,audit_notes
fsq,"[Health and Medicine > Dentist, Retail > Pharmacy]",3,3.7690052087651986e-06,psic,rev5,,,exact,,,category,retail sale pharmaceutical medical goods,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles",SUBTREE,4772,4772|47721|47723|47724|47722,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles || Retail sale of prescription and over-the-counter drugs and pharmaceutical goods || Retail sale of medical, orthopedic and dental instruments and supplies || Retail sale of perfumery, cosmetic and toilet articles || Retail sale of non-medicinal wellness and herbal products and supplements",0.591138|0.353173|0.238311|0.134616|0.129968,0.591138,semantic:fsq:pharmacy;retrieval:strong_separated_hit,REVIEW_REQUIRED,3,STRATIFIED_KIND_SOURCE_FREQ,TOO_NARROW,REVIEW,,Pharmacy branch captures one activity but the combined source value contains another distinct health/retail/social activity.
fsq,"[Health and Medicine > Veterinarian, Health and Medicine > Hospital]",3,3.7690052087651986e-06,psic,rev5,,,exact,,,category,hospital activities,861,Hospital activities,SUBTREE,861,861|8611|8612|86129|86111,"Hospital activities || Public hospital activities || Private hospital activities || Private hospital activities, n.e.c. || Public general hospital activities",1.000000|0.759486|0.757450|0.723632|0.642941,1.000000,semantic:fsq:hospital;retrieval:strong_separated_hit,REVIEW_REQUIRED,3,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Hospital branch captures one label but the combined value contains another distinct activity.
fsq,"[Business and Professional Services > Office, Community and Government > Residential Building > Apartment or Condo]",3,3.7690052087651986e-06,psic,rev5,,,exact,,,category,"Business and Professional Services Office, Community and Government Residential Building Apartment or Condo",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,3,LOW_FREQUENCY_RANDOM,WRONG_KIND,REVIEW,,Generic office plus residence is ambiguous; NOT_ACTIVITY is too categorical.
osm,amenity=fast_food | shop=beverages,3,3.7690052087651986e-06,psic,rev5,,,exact,,,category,fast-food restaurant operations,561,Restaurants and mobile food service activities,EXACT,56102,56102|5610|561|56109|56103,"Fast-food restaurants operations, including quick service restaurant || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Activities of buffet restaurants",0.665390|0.220886|0.220886|0.211482|0.152129,0.665390,semantic:osm:amenity=fast_food;retrieval:strong_separated_hit,REVIEW_REQUIRED,3,STRATIFIED_KIND_SOURCE_FREQ,TOO_NARROW,REVIEW,,Multiple OSM activity tags are present; the exact proposal represents only one of them.
osm,amenity=marketplace | shop=supermarket,3,3.7690052087651986e-06,psic,rev5,,,exact,,,category,retail selling in supermarkets and hypermarkets,4711,"Non-specialized retail sale with food, beverages or tobacco predominating",EXACT,47112,47112|47111|47114|47113|47115,Retail selling in supermarkets and hypermarkets || Retail selling in groceries || Retail selling in convenience stores || Retail selling in sari-sari stores || Retail selling in pasalubong stores or centers,1.000000|0.376115|0.315958|0.272130|0.265596,1.000000,semantic:osm:shop=supermarket;retrieval:strong_separated_hit,REVIEW_REQUIRED,3,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,EXACT,47112,Semantically defensible at the proposed PSIC hierarchy level.
overture,employment_law,3,3.7690052087651986e-06,psic,rev5,,,exact,,,category,employment law,,,SUBTREE,78,78|781|7810|78101|78102,Employment Activities || Activities of employment placement agencies || Activities of employment placement agencies || Local employment recruitment and placement activities || Overseas employment recruitment and placement activities,0.726059|0.450488|0.450488|0.381698|0.368105,0.726059,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED,3,STRATIFIED_KIND_SOURCE_FREQ,WRONG_CODE,REVIEW,,"Employment law is a legal activity, not employment-placement activity."
fsq,"[Retail > Food and Beverage Retail > Supermarket, Retail > Department Store]",2,2.512670139176799e-06,psic,rev5,,,exact,,,category,retail sale Department Store,47,Retail Trade,EXACT,47191,47191|4721|47217|47761|47219,"Retail selling in department stores || Retail sale of food || Retail sale of salt || Retail sale of pet || Retail sale of food, n.e.c.",0.541361|0.364212|0.340993|0.334857|0.334592,0.541361,semantic:fsq:retail;retrieval:strong_separated_hit,REVIEW_REQUIRED,2,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Department-store code captures only one of two different retail formats in the combined source value.
fsq,"[Health and Medicine > Medical Center, Landmarks and Outdoors > Structure]",2,2.512670139176799e-06,psic,rev5,,,exact,,,category,human health activities,,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,2,STRATIFIED_KIND_SOURCE_FREQ,WRONG_KIND,REVIEW,,A clear economic/service activity is present alongside the non-activity label; the whole combined value should not be forced to NOT_ACTIVITY.
fsq,"[Dining and Drinking > Dessert Shop, Retail > Food and Beverage Retail > Health Food Store]",2,2.512670139176799e-06,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,2,STRATIFIED_KIND_SOURCE_FREQ;LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Food-service branch captures one component of a mixed Foursquare source value.
fsq,"[Dining and Drinking > Creperie, Dining and Drinking > Dessert Shop, Dining and Drinking > Snack Place]",2,2.512670139176799e-06,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,2,LOW_FREQUENCY_RANDOM,CORRECT,SUBTREE,56,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Sports and Recreation > Water Sports > Swimming > Swimming Pool, Community and Government > Residential Building > Apartment or Condo]",2,2.512670139176799e-06,psic,rev5,,,exact,,,category,"Sports and Recreation Water Sports Swimming Swimming Pool, Community and Government Residential Building Apartment or Condo",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,2,STRATIFIED_KIND_SOURCE_FREQ,WRONG_KIND,REVIEW,,Swimming-pool operation may be an activity; the mixed value is ambiguous rather than safely NOT_ACTIVITY.
fsq,"[Retail > Food and Beverage Retail > Supermarket, Retail > Convenience Store, Retail > Food and Beverage Retail > Grocery Store]",2,2.512670139176799e-06,psic,rev5,,,exact,,,category,retail selling in convenience stores,4711,"Non-specialized retail sale with food, beverages or tobacco predominating",EXACT,47114,47114|47113|47111|47115|47112,Retail selling in convenience stores || Retail selling in sari-sari stores || Retail selling in groceries || Retail selling in pasalubong stores or centers || Retail selling in supermarkets and hypermarkets,1.000000|0.446025|0.441785|0.432407|0.315958,1.000000,semantic:fsq:retail_convenience;retrieval:strong_separated_hit,REVIEW_REQUIRED,2,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Convenience-store code selects one component of a combined source value containing a different retail/service class.
fsq,"[Sports and Recreation > Water Sports > Swimming > Swimming Pool, Landmarks and Outdoors > Park]",2,2.512670139176799e-06,psic,rev5,,,exact,,,category,"Sports and Recreation Water Sports Swimming Swimming Pool, Landmarks and Outdoors Park",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,2,STRATIFIED_KIND_SOURCE_FREQ,WRONG_KIND,REVIEW,,Swimming-pool operation may be an activity; the mixed value is ambiguous rather than safely NOT_ACTIVITY.
fsq,"[Retail > Convenience Store, Retail > Pharmacy]",2,2.512670139176799e-06,psic,rev5,,,exact,,,category,retail sale pharmaceutical medical goods,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles",SUBTREE,4772,4772|47721|47723|47724|47722,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles || Retail sale of prescription and over-the-counter drugs and pharmaceutical goods || Retail sale of medical, orthopedic and dental instruments and supplies || Retail sale of perfumery, cosmetic and toilet articles || Retail sale of non-medicinal wellness and herbal products and supplements",0.591138|0.353173|0.238311|0.134616|0.129968,0.591138,semantic:fsq:retail_pharmacy;retrieval:strong_separated_hit,REVIEW_REQUIRED,2,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Pharmacy branch captures one activity but the combined source value contains another distinct health/retail/social activity.
fsq,"[Retail > Pharmacy, Health and Medicine > Medical Center, Retail > Drugstore]",2,2.512670139176799e-06,psic,rev5,,,exact,,,category,retail sale pharmaceutical medical goods,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles",SUBTREE,4772,4772|47721|47723|47724|47722,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles || Retail sale of prescription and over-the-counter drugs and pharmaceutical goods || Retail sale of medical, orthopedic and dental instruments and supplies || Retail sale of perfumery, cosmetic and toilet articles || Retail sale of non-medicinal wellness and herbal products and supplements",0.591138|0.353173|0.238311|0.134616|0.129968,0.591138,semantic:fsq:retail_pharmacy;retrieval:strong_separated_hit,REVIEW_REQUIRED,2,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Pharmacy branch captures one activity but the combined source value contains another distinct health/retail/social activity.
fsq,"[Sports and Recreation > Gym and Studio, Sports and Recreation, Sports and Recreation > Gym and Studio > Gym]",2,2.512670139176799e-06,psic,rev5,,,exact,,,category,operation of fitness centers,93111,Operation of fitness centers,EXACT,93111,93111,Operation of fitness centers,1.000000,1.000000,semantic:fsq:fitness;retrieval:strong_separated_hit,REVIEW_REQUIRED,2,LOW_FREQUENCY_RANDOM,CORRECT,EXACT,93111,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Dining and Drinking > Food Court, Business and Professional Services > Food and Beverage Service]",2,2.512670139176799e-06,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,2,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,SUBTREE,56,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Dining and Drinking > Dessert Shop > Ice Cream Parlor, Dining and Drinking > Food Truck]",2,2.512670139176799e-06,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,2,LOW_FREQUENCY_RANDOM,CORRECT,SUBTREE,56,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Retail > Fashion Retail > Clothing Store, Business and Professional Services > Tailor]",2,2.512670139176799e-06,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:fsq:retail_clothing;retrieval:strong_separated_hit,REVIEW_REQUIRED,2,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,A clothing code matches one label but the combined Foursquare value contains another distinct activity/class.
fsq,"[Health and Medicine > Sports Medicine Clinic, Health and Medicine > Hospital > Hospital Unit]",2,2.512670139176799e-06,psic,rev5,,,exact,,,category,hospital activities,861,Hospital activities,SUBTREE,861,861|8611|8612|86129|86111,"Hospital activities || Public hospital activities || Private hospital activities || Private hospital activities, n.e.c. || Public general hospital activities",1.000000|0.759486|0.757450|0.723632|0.642941,1.000000,semantic:fsq:hospital;retrieval:strong_separated_hit,REVIEW_REQUIRED,2,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,SUBTREE,861,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Dining and Drinking > Dessert Shop > Frozen Yogurt Shop, Dining and Drinking > Dessert Shop > Ice Cream Parlor, Dining and Drinking > Snack Place]",2,2.512670139176799e-06,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,2,LOW_FREQUENCY_RANDOM,CORRECT,SUBTREE,56,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Sports and Recreation > Water Sports > Swimming > Swimming Pool, Sports and Recreation > Gym and Studio > Gym]",2,2.512670139176799e-06,psic,rev5,,,exact,,,category,operation of fitness centers,93111,Operation of fitness centers,EXACT,93111,93111,Operation of fitness centers,1.000000,1.000000,semantic:fsq:fitness;retrieval:strong_separated_hit,REVIEW_REQUIRED,2,STRATIFIED_KIND_SOURCE_FREQ,TOO_NARROW,REVIEW,,Fitness-center code captures the gym label but omits the swimming-pool activity in the same source value.
osm,amenity=fast_food | shop=coffee,2,2.512670139176799e-06,psic,rev5,,,exact,,,category,fast-food restaurant operations,561,Restaurants and mobile food service activities,EXACT,56102,56102|5610|561|56109|56103,"Fast-food restaurants operations, including quick service restaurant || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Activities of buffet restaurants",0.665390|0.220886|0.220886|0.211482|0.152129,0.665390,semantic:osm:amenity=fast_food;retrieval:strong_separated_hit,REVIEW_REQUIRED,2,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Multiple OSM activity tags are present; the exact proposal represents only one of them.
osm,amenity=public_market | shop=supermarket,2,2.512670139176799e-06,psic,rev5,,,exact,,,category,retail selling in supermarkets and hypermarkets,4711,"Non-specialized retail sale with food, beverages or tobacco predominating",EXACT,47112,47112|47111|47114|47113|47115,Retail selling in supermarkets and hypermarkets || Retail selling in groceries || Retail selling in convenience stores || Retail selling in sari-sari stores || Retail selling in pasalubong stores or centers,1.000000|0.376115|0.315958|0.272130|0.265596,1.000000,semantic:osm:shop=supermarket;retrieval:strong_separated_hit,REVIEW_REQUIRED,2,LOW_FREQUENCY_RANDOM,CORRECT,EXACT,47112,Semantically defensible at the proposed PSIC hierarchy level.
overture,fishing_charter,2,2.512670139176799e-06,psic,rev5,,,exact,,,category,fishing charter,,,SUBTREE,031,031|0311|0312|03120|03119,"Fishing || Marine fishing || Freshwater fishing || Freshwater fishing || Marine fishing, n.e.c.",0.595091|0.351096|0.328665|0.328665|0.315594,0.595091,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED,2,STRATIFIED_KIND_SOURCE_FREQ,WRONG_CODE,REVIEW,,"Fishing charter is a recreational/charter service, not commercial fishing."
overture,food_and_beverage_exporter,2,2.512670139176799e-06,psic,rev5,,,exact,,,category,food and beverage exporter,,,SUBTREE,56,56|56400|564|5640|563,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Beverage serving activities,0.727587|0.528764|0.528764|0.528764|0.321904,0.727587,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED,2,STRATIFIED_KIND_SOURCE_FREQ,WRONG_CODE,REVIEW,,"Exporter is a trade activity, not food-and-beverage service activity."
overture,aircraft_manufacturer,2,2.512670139176799e-06,psic,rev5,,,exact,,,category,aircraft manufacturer,,,EXACT,33153,33153|30303|2811|28110|30304,"Repair and maintenance of aircraft and aircraft engines || Conversion, modification and overhaul of aircraft and aircraft engines || Manufacture of engines and turbines, except aircraft, vehicle and cycle engines || Manufacture of engines and turbines, except aircraft, vehicle and cycle engines || Manufacture of drones and other unmanned aircraft, except recreational drones",0.588212|0.455559|0.294589|0.294589|0.290114,0.588212,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED,2,STRATIFIED_KIND_SOURCE_FREQ,WRONG_CODE,REVIEW,,"The result is aircraft repair/maintenance, not aircraft manufacturing."
fsq,"[Landmarks and Outdoors > Farm, Retail > Food and Beverage Retail > Fruit and Vegetable Store, Retail > Food and Beverage Retail > Grocery Store > Organic Grocery]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Landmarks and Outdoors Farm, Retail Food and Beverage Retail Fruit and Vegetable Store, Retail Food and Beverage Retail Grocery Store Organic Grocery",,,SUBTREE,56,56|5640|564|56400|4631,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Wholesale of food and beverages,0.512482|0.372374|0.372374|0.372374|0.311062,0.512482,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,WRONG_CODE,REVIEW,,Farm/food-retail labels do not support a food-service classification.
fsq,"[Retail > Convenience Store, Retail > Department Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail selling in convenience stores,4711,"Non-specialized retail sale with food, beverages or tobacco predominating",EXACT,47114,47114|47113|47111|47115|47112,Retail selling in convenience stores || Retail selling in sari-sari stores || Retail selling in groceries || Retail selling in pasalubong stores or centers || Retail selling in supermarkets and hypermarkets,1.000000|0.446025|0.441785|0.432407|0.315958,1.000000,semantic:fsq:retail_convenience;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Convenience-store code selects one component of a combined source value containing a different retail/service class.
fsq,"[Retail > Pet Supplies Store, 'Dining and Drinking > Cafe, Coffee, and Tea House > Pet Café']",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale Pet Café,47,Retail Trade,EXACT,47761,47761|4776|47762|4721|47217,Retail sale of pet || Retail sale of pet and pet supplies || Retail sale of pet supplies || Retail sale of food || Retail sale of salt,0.766056|0.613536|0.599213|0.432827|0.407103,0.766056,semantic:fsq:retail;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,The combined source value spans pet retail/service activities; live-pet retail alone is incomplete.
fsq,"[Landmarks and Outdoors > Scenic Lookout, Landmarks and Outdoors > Structure]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Landmarks and Outdoors Scenic Lookout, Landmarks and Outdoors Structure",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,NOT_ACTIVITY,,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Community and Government > Education > College and University > College Academic Building, Community and Government > Education > College and University > College Gym, Landmarks and Outdoors > Structure]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,education activities tertiary primary secondary education,,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,NOT_ACTIVITY,,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Dining and Drinking > Dessert Shop > Ice Cream Parlor, Travel and Transportation > Moving Target]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Food-service branch captures one component of a mixed Foursquare source value.
fsq,"[Community and Government > Education > College and University > College Residence Hall, Landmarks and Outdoors > Structure]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,education activities tertiary primary secondary education,,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,NOT_ACTIVITY,,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Arts and Entertainment > Night Club, Landmarks and Outdoors > Beach]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Arts and Entertainment Night Club, Landmarks and Outdoors Beach",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,WRONG_KIND,REVIEW,,A clear economic/service activity is present alongside the non-activity label; the whole combined value should not be forced to NOT_ACTIVITY.
fsq,"[Business and Professional Services > Health and Beauty Service > Barbershop, Business and Professional Services > Health and Beauty Service > Hair Salon, Business and Professional Services > Health and Beauty Service > Nail Salon]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,hairdressing beauty treatment day spa activities,962,"Hairdressing, beauty treatment, day spa and similar activities",SUBTREE,962,962|9622|96220|9621|96211,"Hairdressing, beauty treatment, day spa and similar activities || Beauty care and other beauty treatment activities || Beauty care and other beauty treatment activities || Hairdressing and barber activities || Hairdressing activities, other than barber activities",0.860616|0.466881|0.466881|0.296729|0.262443,0.860616,semantic:fsq:beauty;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,SUBTREE,962,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Retail > Food and Beverage Retail > Butcher, Retail > Food and Beverage Retail > Grocery Store, Retail > Food and Beverage Retail > Meat and Seafood Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale Meat and Seafood Store,47,Retail Trade,EXACT,47215,47215|47213|4721|47219|47217,"Retail sale of fish, other seafood and seafood products || Retail sale of meat, meat products and poultry || Retail sale of food || Retail sale of food, n.e.c. || Retail sale of salt",0.610326|0.377363|0.358922|0.290445|0.281550,0.610326,semantic:fsq:retail;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,"The source category explicitly includes meat and seafood, while 47215 covers fish/seafood only."
fsq,"[Community and Government > Spiritual Center, Community and Government > Residential Building > Apartment or Condo]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,activities of religious organizations,,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,WRONG_KIND,REVIEW,,A clear economic/service activity is present alongside the non-activity label; the whole combined value should not be forced to NOT_ACTIVITY.
fsq,"[Retail > Market, Retail > Convenience Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail selling in convenience stores,4711,"Non-specialized retail sale with food, beverages or tobacco predominating",EXACT,47114,47114|47113|47111|47115|47112,Retail selling in convenience stores || Retail selling in sari-sari stores || Retail selling in groceries || Retail selling in pasalubong stores or centers || Retail selling in supermarkets and hypermarkets,1.000000|0.446025|0.441785|0.432407|0.315958,1.000000,semantic:fsq:retail_convenience;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Convenience-store code selects one component of a combined source value containing a different retail/service class.
fsq,"[Retail > Fashion Retail > Clothing Store, 'Retail > Fashion Retail > Men\'s Store', Retail > Fashion Retail > Fashion Accessories Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:fsq:retail_clothing;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,EXACT,47711,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Retail > Warehouse or Wholesale Store, Retail > Food and Beverage Retail > Meat and Seafood Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale Meat and Seafood Store,47,Retail Trade,EXACT,47215,47215|47213|4721|47219|47217,"Retail sale of fish, other seafood and seafood products || Retail sale of meat, meat products and poultry || Retail sale of food || Retail sale of food, n.e.c. || Retail sale of salt",0.610326|0.377363|0.358922|0.290445|0.281550,0.610326,semantic:fsq:retail;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,"The source category explicitly includes meat and seafood, while 47215 covers fish/seafood only."
fsq,"[Retail > Convenience Store, Business and Professional Services > Import and Export Service, Business and Professional Services > Wholesaler]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail selling in convenience stores,4711,"Non-specialized retail sale with food, beverages or tobacco predominating",EXACT,47114,47114|47113|47111|47115|47112,Retail selling in convenience stores || Retail selling in sari-sari stores || Retail selling in groceries || Retail selling in pasalubong stores or centers || Retail selling in supermarkets and hypermarkets,1.000000|0.446025|0.441785|0.432407|0.315958,1.000000,semantic:fsq:retail_convenience;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ,TOO_NARROW,REVIEW,,Convenience-store code selects one component of a combined source value containing a different retail/service class.
fsq,"[Dining and Drinking > Breakfast Spot, Travel and Transportation > Lodging > Hotel]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Food-service branch captures one component of a mixed Foursquare source value.
fsq,"[Business and Professional Services > Health and Beauty Service > Spa, Business and Professional Services > Health and Beauty Service > Nail Salon, Business and Professional Services > Health and Beauty Service > Hair Removal Service]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,hairdressing beauty treatment day spa activities,962,"Hairdressing, beauty treatment, day spa and similar activities",SUBTREE,962,962|9622|96220|9621|96211,"Hairdressing, beauty treatment, day spa and similar activities || Beauty care and other beauty treatment activities || Beauty care and other beauty treatment activities || Hairdressing and barber activities || Hairdressing activities, other than barber activities",0.860616|0.466881|0.466881|0.296729|0.262443,0.860616,semantic:fsq:beauty;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,SUBTREE,962,Semantically defensible at the proposed PSIC hierarchy level.
